city,AQI,PM2.5_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI
阿里地区,47.51784013605432,6.171516034985424,4.52945578231293,0.4280816326530647,0.4180782312925189,3.0863945578231293,47.51784013605432
巴中市,41.368389610389606,38.02961038961039,40.925272727272734,9.91727272727273,18.63113636363636,17.25,21.93618181818182
湖州市,54.02115384615384,47.32204670329671,54.02115384615384,5.7638461538461545,32.986538461538466,13.64423076923077,41.77615384615384
嘉兴市,53.5175,50.935491071428565,53.4409375,4.02625,30.1265625,9.9375,45.25125
神农架林区,52.0037087912088,52.0037087912088,47.37884615384615,8.777692307692309,5.198076923076922,10.288461538461538,41.51615384615384
襄阳市,53.06238372093024,46.89418604651163,53.03877906976745,10.34627906976744,20.46031976744186,17.319767441860463,42.28546511627909
铜陵市,54.491666666666674,54.489583333333336,53.344166666666666,12.678333333333336,24.43958333333333,15.791666666666666,37.373333333333335
芜湖市,52.70604166666666,51.45029761904763,52.58895833333333,9.921666666666669,23.16875,15.916666666666666,37.05458333333333
Karnali,44.2425,5.021428571428572,3.84,0.6,0.375,3.0,44.2425
广元市,40.12472222222223,33.86865079365081,40.12472222222223,12.155555555555551,16.64861111111112,16.87847222222222,24.00055555555556
六安市,60.41103124999999,58.69910714285716,57.74912500000001,11.041125,20.413281249999997,16.096875,44.84635416666667
合肥市,59.7742924528302,58.03278301886793,59.25481132075472,11.348490566037734,30.6558962264151,17.50943396226415,43.19238993710693
十堰市,52.913155339805854,52.71530859916786,50.09766990291261,11.530485436893208,10.999514563106793,21.444174757281555,39.73796116504854
随州市,52.87162790697676,42.30452657807309,52.87162790697676,10.311162790697672,21.724418604651163,17.122093023255815,42.5196511627907
苏州市,70.30025,56.546116071428585,69.06062499999999,12.6185,57.626875000000005,17.3,36.793875
安康市,52.19386734693878,52.025170068027215,49.82090476190475,13.36542857142857,8.669285714285714,20.061904761904763,37.67928571428571
信阳市,60.75409638554218,55.19195352839931,60.57397590361448,12.745542168674698,20.2546686746988,16.045180722891565,41.25084337349397
上海市,64.5590625,55.03072916666667,61.442708333333336,8.194166666666666,45.99427083333333,12.333333333333334,37.79979166666666
玉树藏族自治州,47.21122611128708,13.133481152993356,9.408614190687372,0.4671729490022173,0.2125138580931271,3.0997782705099777,47.14504619364374
